央视直播,#genre#
王菲-容易受伤的女人(粤语),http://vodcdn.video.taobao.com/oss/ali-video/ed5aed790e002b229c9a8870e900f985/video.m3u8
王菲-笑忘书,http://vodcdn.video.taobao.com/oss/taobao-ugc/fb7718e75857465eb179e83c8fc45464/1491461356/video.m3u8.m3u8
黄凯芹-伤感的恋人,http://vodcdn.video.taobao.com/oss/ali-video/71b50ed488178715c6144a55b11e8d03/video.m3u8
黄凯芹-雨中的恋人们,http://vodcdn.video.taobao.com/oss/ali-video/75a2bc3f02719748be65b567afb8e0de/video.m3u8
黄凯芹-相爱很难,http://vodcdn.video.taobao.com/oss/ali-video/11b6273898b6a1b1da34e646264cd036/video.m3u8
梁朝伟-一天一天爱恋,http://vodcdn.video.taobao.com/oss/ali-video/d8c74bd184d05f8cf1cbd4bbd7307f79/video.m3u8
巫启贤-只因你伤心,http://vodcdn.video.taobao.com/oss/ali-video/c28acbe36530da595b04161855bba004/video.m3u8
巫启贤-太傻,http://vodcdn.video.taobao.com/oss/ali-video/e6f2953419f904065dc2ce38efc85515/video.m3u8
彭佳慧-无法割舍,http://vodcdn.video.taobao.com/oss/ali-video/8be8f7d28d4f2c7ce759d431f0d3181b/video.m3u8
彭佳慧-回味,http://vodcdn.video.taobao.com/oss/ali-video/6801f707771eacdb5264f8bb20e4d599/video.m3u8
范玮琪-到不了,http://vodcdn.video.taobao.com/oss/taobao-ugc/fa0717711bea440094da793d11790f26/1492758270/video.m3u8.m3u8
范玮琪-可不可以不勇敢,http://vodcdn.video.taobao.com/oss/taobao-ugc/281fad47bf534456b587495a8edf0d7a/1530774215/video.m3u8.m3u8
范玮琪-我们的纪念日,http://vodcdn.video.taobao.com/oss/taobao-ugc/d38a89c6b5ab41b4ab80423741fbe8d6/1466066405/video.m3u8.m3u8
孟庭苇-羞答答的玫瑰静悄悄的开,http://vodcdn.video.taobao.com/oss/taobao-ugc/ac069a1ca510454aa8bdcea3cefc6115/1491548010/video.m3u8.m3u8
孟庭苇-没有情人的情人节,http://vodcdn.video.taobao.com/oss/ali-video/c041d5ed45716d7d73233244b528eed6/video.m3u8
孟庭苇-你究竟有多少个好妹妹,http://vodcdn.video.taobao.com/oss/ali-video/dfb07cbdd8435d48cb1e6691122d8d85/video.m3u8
孟庭苇-我说的谎都是真的,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/9aqTcUjlJ7KZkA37W1E%40%40hd.m3u8
孟庭苇-春雪,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/5ZFrpzPk37KvY7CaTUj%40%40hd.m3u8
王心凌-第一次爱的人,http://vodcdn.video.taobao.com/oss/ali-video/ca36ac1783434eb19f59aadd056b05e1/1457686780/video.m3u8.m3u8
王心凌-我会好好的,http://vodcdn.video.taobao.com/oss/ali-video/8f327fd6bce61d0cf4159601a64b395b/video.m3u8
2誓言-求佛,http://vodcdn.video.taobao.com/oss/ali-video/f4f761d970399f186ce1f9ac6d009721/video.m3u8
许茹芸-独角戏,http://vodcdn.video.taobao.com/oss/ali-video/5333f389ce940d0a2c1dd6090927746c/video.m3u8
许茹芸-如果云知道,http://vodcdn.video.taobao.com/oss/ali-video/fd87aea7bc293a5930b8a64c752df476/video.m3u8
许茹芸-泪海,http://vodcdn.video.taobao.com/oss/ali-video/76fe6eb28aee716783f2a47ba8a15e5a/video.m3u8
许茹芸-不爱我放了我,http://vodcdn.video.taobao.com/oss/ali-video/b0f458650135c68f1b88ea7667eec629/video.m3u8
许茹芸-我依然爱你,http://vodcdn.video.taobao.com/oss/ali-video/4c4ec12e6efa0d76e5a269ac05ea394e/video.m3u8
陈明真-变心的翅膀,http://vodcdn.video.taobao.com/oss/ali-video/e18dd3abfada11fb6faf26a521084343/video.m3u8
陈明真-念念不忘的情人,http://vodcdn.video.taobao.com/oss/ali-video/a4e5b03f0ce8a9b20cea95e6ff3ce25a/video.m3u8
陈明真-为爱笑着流泪,http://vodcdn.video.taobao.com/oss/ali-video/4f31a4692aae0974dbc82a95d23339f4/video.m3u8
陈明真-情债,http://vodcdn.video.taobao.com/oss/ali-video/99c8f1df6d5686d99e4adc1e6caed7b7/video.m3u8
胡杨林-香水有毒,http://vodcdn.video.taobao.com/oss/ali-video/180f9fcdb9e2b24d3b13a526fb90003e/video.m3u8
艾歌-一生中最爱的人,http://vodcdn.video.taobao.com/oss/ali-video/7506ddfc8f692a7cda1b2ef73531f78b/video.m3u8
梁静茹-勇气,http://vodcdn.video.taobao.com/oss/ali-video/f501ffc81da040099b17fb1db30b92fe/1462937648/video.m3u8.m3u8
光良-童话,http://vodcdn.video.taobao.com/oss/ali-video/e2c54a5b89aaa794cfc186c41d2ef348/video.m3u8
光良-第一次,http://vodcdn.video.taobao.com/oss/ali-video/fe68ff471420aaefcb3a7f4f413ad3f4/video.m3u8
王杰-说谎的爱人,http://vodcdn.video.taobao.com/oss/ali-video/c018ec304eb6566b56d7f0b85c77b473/video.m3u8

4K频道,#genre#
南国都市4K,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=123&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CCTV 4K,http://112.17.40.12/PLTV/88888888/224/3221226758/1.m3u8#http://117.148.187.56/PLTV/88888888/224/3221226758/index.m3u8?icpid=88888888&from=5&ocs=2_117.148.187.40_80&hms_devid=373
CCTV4K 30M,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=82&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
北京4K,https://hls.cntv.myalicdn.com/asp/hls/8000/0303000a/3/default/c698d3595f504fd09044e0b6615040f0/8000.m3u8
咪咕4K,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/1.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226400/1.m3u8
CCTV4K 35M2160,http://117.148.187.56/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229373/01.m3u8?fmt=ts2hls
百视通4K 22M2160,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229311/01.m3u8?fmt=ts2hls
咪咕体育 31M2160HDR,http://117.148.187.45/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230352/index.m3u8
咪咕体育2 31M2160HDR,http://117.148.187.54/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230373/index.m3u8
广东综艺 35M2160HDR,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=77&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
咪咕视频 30M2160,http://39.135.253.153/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226255/index.m3u8
咪咕视频,http://39.135.253.153/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226258/index.m3u8
纯享4k,http://112.50.243.8/PLTV/88888888/224/3221226825/1.m3u8#http://121.18.168.149/cache.ott.ystenlive.itv.cmvideo.cn/000000001000/1000000004000011651/index.m3u8?channel-id=ystenlive&Contentid=1000000004000011651&livemode=1&authCode=3a&stbId=8A3603DD004735200000049573C4E39B&version=1.0&owaccmark=1000000004000011651&owchid=ystenlive&owsid=6721581571186720581&AuthInfo=QejU%2ByFkapDLEHjn7Vi7Bsh98cz5RjIeOqbMi0Qqlame2O8Id%2BgCUUdS4cJUD1ieqKIx8wFJ0pPdF5P8MGRzRrjFLuuRCIZ2D2ha%2Fr9iiM%2BAnSOfyc4s5zWrjzUdrEbf
百事4K频道,http://112.17.40.145/PLTV/88888888/224/3221226718/index.m3u8
G+TV4K,http://39.135.10.66/gz.ucdn.10086.cn/PLTV/88888888/224/3221226019/1/index.m3u8?fmt=ts2hls

华北地区,#genre#
北京IPTV4K超清,http://bjyd1.jilu8.cn/PLTV/88888888/224/3221226550/1.m3u8
北京IPTV淘BABY CQ,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221226554/1.m3u8
北京IPTV淘剧场 CQ,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221226553/1.m3u8#http://bjyd1.jilu8.cn/PLTV/88888888/224/3221226553/1.m3u8
北京IPTV淘娱乐 CQ,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221226551/1.m3u8#http://bjyd1.jilu8.cn/PLTV/88888888/224/3221226551/1.m3u8
北京IPTV淘电影 CQ,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8#http://bjyd1.jilu8.cn/PLTV/88888888/224/3221226552/1.m3u8
北京IPTV萌宠TV CQ,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221226555/1.m3u8
北京新闻,http://ivi.bupt.edu.cn/hls/btv9.m3u8
北京文艺,http://ivi.bupt.edu.cn/hls/btv2hd.m3u8
北京科教,http://ivi.bupt.edu.cn/hls/btv3.m3u8
北京影视,http://ivi.bupt.edu.cn/hls/btv4.m3u8
北京财经,http://ivi.bupt.edu.cn/hls/btv5.m3u8
北京生活,http://ivi.bupt.edu.cn/hls/btv7.m3u8
北京冬奥,http://ivi.bupt.edu.cn/hls/btv11hd.m3u8#http://39.130.206.213:6410/gitv_live/G_BEIJINGJSHD/G_BEIJINGJSHD.m3u8
北京京视,http://223.110.245.143/ott.js.chinamobile.com/PLTV/3/224/3221227040/index.m3u8
北京纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225675/index.m3u8
北京清华大学电视台,http://v.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8
北京新华中文,http://livecdn1.news.cn/cnccn/manifest.m3u8
北京西青电视,http://221.238.209.44:81/hls/live1.m3u8
北京滨海新闻,http://60.30.52.41/live/bhtv1/playlist.m3u8#http://jsbh.chinashadt.com:2036/live/bh11.stream/playlist.m3u8
北京滨海都市,http://60.30.52.41/live/bhtv2/playlist.m3u8
北京点掌财经,http://cclive.aniu.tv/live/anzb.m3u8
北京金山,http://live.mudu.tv/watch/4zbn2f.m3u8
北京中国交通,http://tv.lanjingfm.com/cctbn/beijing.m3u8
北京大健康,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221226556/1.m3u8
北京卫视[1280*720],http://hls222.dszbdq.cn/v/d/bj.php?id=bjws
北京卫视[720*576],http://hls222.dszbdq.cn/v/d/bj.php?id=bjws-2
北京卫视[859*480],http://hls222.dszbdq.cn/v/d/bj.php?id=bjws-4
北京卫视[1920*1080],http://hls222.dszbdq.cn/v/d/bj.php?id=bjws-6
北京文艺频道[1920*1080],http://hls222.dszbdq.cn/v/d/bj.php?id=btv2
北京科教频道[640*480],http://hls222.dszbdq.cn/v/d/bj.php?id=btv3
北京影视频道[960*540],http://hls222.dszbdq.cn/v/d/bj.php?id=btv4
北京财经频道[640*480],http://hls222.dszbdq.cn/v/d/bj.php?id=btv5
北京生活频道[640*480],http://hls222.dszbdq.cn/v/d/bj.php?id=btv7
北京青年频道[640*480],http://hls222.dszbdq.cn/v/d/bj.php?id=btv8
北京新闻频道[960*540],http://hls222.dszbdq.cn/v/d/bj.php?id=btv9
北京卡酷少儿[768*576],http://hls222.dszbdq.cn/v/d/bj.php?id=btv10-3#http://hls222.dszbdq.cn/v/d/bj.php?id=btv10-4#http://hls222.dszbdq.cn/v/d/bj.php?id=btv10-5
北京冬奥纪实[1920*1080],http://hls222.dszbdq.cn/v/d/bj.php?id=btv11#http://hls222.dszbdq.cn/v/d/bj.php?id=btv11-4#http://hls222.dszbdq.cn/v/d/bj.php?id=btv11-5
北京影视高清,http://hdtv.haust.edu.cn/hls/btv4hd.m3u8
聚鲨环球精选[1024*576],http://hls222.dszbdq.cn/v/d/bj.php?id=bjjshq#http://hls222.dszbdq.cn/v/d/bj.php?id=bjjshq-2#http://hls222.dszbdq.cn/v/d/bj.php?id=bjjshq-3
聚鲨环球精选[1920*1080],http://hls222.dszbdq.cn/v/d/bj.php?id=bjjshq-4
弈坛春秋[640*480],http://hls222.dszbdq.cn/v/d/bj.php?id=ytcq
弈坛春秋[1047*576],http://hls222.dszbdq.cn/v/d/bj.php?id=ytcq-2#http://hls222.dszbdq.cn/v/d/bj.php?id=ytcq-3#http://hls222.dszbdq.cn/v/d/bj.php?id=ytcq-4
置业频道[640*480],http://hls222.dszbdq.cn/v/d/bj.php?id=zypd
置业频道[1047*576],http://hls222.dszbdq.cn/v/d/bj.php?id=zypd-2
爱家购物[853*480],http://hls222.dszbdq.cn/v/d/bj.php?id=ajgw
京视剧场[640*480],http://hls222.dszbdq.cn/v/d/bj.php?id=jsjc
房山电视台[1920*1080],http://hls222.dszbdq.cn/v/d/bj.php?id=bjfs
顺义电视台[720*576],http://hls222.dszbdq.cn/v/d/bj.php?id=bjsy
平谷电视台[640*480],http://hls222.dszbdq.cn/v/d/bj.php?id=bjpg
门头沟电视台[640*480],http://hls222.dszbdq.cn/v/d/bj.php?id=bjmtg
通州电视台[1280*720],http://hls222.dszbdq.cn/v/d/bj.php?id=bjtz
清华大学电视台[1920*1080],http://hls222.dszbdq.cn/v/d/bj.php?id=qhdx
河北经济,http://weblive.hebtv.com/live/hbjj_bq/index.m3u8
河北都市,http://weblive.hebtv.com/live/hbds_bq/index.m3u8
河北影视,http://weblive.hebtv.com/live/hbys_bq/index.m3u8
河北农民,http://weblive.hebtv.com/live/nmpd_bq/index.m3u8
河北秦皇岛新闻,http://vod.qhdcm.com:1935/live/qhdtv1/800K/tzwj_video.m3u8
河北秦皇岛政法,http://vod.qhdcm.com:1935/live/qhdtv2/800K/tzwj_video.m3u8
河北秦皇岛影视,http://vod.qhdcm.com:1935/live/qhdtv3/800K/tzwj_video.m3u8
河北霸州新闻,http://hbbz.chinashadt.com:2036/live/stream:bzxw.stream/playlist.m3u8
河北霸州文化,http://hbbz.chinashadt.com:2036/live/stream:bzwh.stream/playlist.m3u8
河北霸州公共,http://hbbz.chinashadt.com:2036/live/stream:bzgg.stream/playlist.m3u8
河北霸州少儿,http://hbbz.chinashadt.com:2036/live/stream:bzse.stream/playlist.m3u8
河北张家口一套,http://nlive.zjkgdcs.com:8091/live/xwzhpd.m3u8
河北衡水新闻综合,http://hls.hsrtv.cn/hls/hstv1.m3u8
河北衡水影视娱乐,http://hls.hsrtv.cn/hls/hstv2.m3u8
河北衡水公共频道,http://hls.hsrtv.cn/hls/hstv3.m3u8
河北黄骅一套,http://hbhh.chinashadt.com:2111/live/hhtv.stream/playlist.m3u8
河北黄骅二套,http://hbhh.chinashadt.com:2111/live/hhtv2.stream/playlist.m3u8
河北黄骅影视,http://hbhh.chinashadt.com:2111/live/hhys.stream/playlist.m3u8
河北黄骅互动,http://hbhh.chinashadt.com:2111/live/hdtv.stream/playlist.m3u8
河北黄骅渤海新区,http://hbhh.chinashadt.com:2111/live/bhtv.stream/playlist.m3u8
河北隆化综合,http://hblh.chinashadt.com:2036/live/stream:lh1.stream/playlist.m3u8
河北隆化影视,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
河北滦州综合,http://hblxx.chinashadt.com:2036/live/stream:lx1.stream/playlist.m3u8
河北滦州综艺,http://hblxx.chinashadt.com:2036/live/stream:lx2.stream/playlist.m3u8
河北鹿泉一套,http://hblq.chinashadt.com:2036/live/stream:luquan1.stream/playlist.m3u8
河北鹿泉二套,http://hblq.chinashadt.com:2036/live/stream:luquan2.stream/playlist.m3u8
河北景县电视一套,http://hbjx.chinashadt.com:1935/live/stream:jx1.stream_360p/playlist.m3u8
河北景县电视二套,http://hbjx.chinashadt.com:1935/live/stream:jx2.stream_360p/playlist.m3u8
河北迁安新闻综合,http://app.qatv.cn:1936/live/stream:xwzh.stream_720p/playlist.m3u8
河北迁安生活影视,http://app.qatv.cn:1937/live/stream:shfw.stream_720p/playlist.m3u8#http://app.qatv.cn:1937/live/stream:shfw.stream_720p/chunklist_w714385498.m3u8
河北迁安快乐3频道,http://app.qatv.cn:1936/live/stream:kl3pd.stream_720p/playlist.m3u8
河北辛集新闻频道,http://zsxj.chinashadt.com:1935/live/xjxw.stream_360p/playlist.m3u8
河北辛集生活频道,http://zsxj.chinashadt.com:1935/live/xjsh.stream_360p/playlist.m3u8
河北河北经济生活,http://live5.plus.hebtv.com/hbjjsl/sd/live.m3u8
河北沧州电视台一套,http://czlive.czgd.tv:85/live/xnyt.m3u8
河北沧州电视台二套,http://czlive.czgd.tv:85/live/xnet.m3u8
河北沧州电视台三套,http://czlive.czgd.tv:85/live/xnst.m3u8
河北张家口电视台二套,http://nlive.zjkgdcs.com:8091/live/zjktv2.m3u8
河北秦皇岛电视台二套,http://vod.qhdcm.com:1935/live/qhdtv2/800K/tzwj_video.m3u8?
河北河北|阜城电视台1,http://hbfc.chinashadt.com:2036/live/2.stream/playlist.m3u8
河北渤海新区,http://hbhh.chinashadt.com:2111/live/bhtv.stream/chunklist_w493648071.m3u8
河北巴州新闻,http://hbbz.chinashadt.com:2036/live/stream:bzxw.stream/chunklist_w877242305.m3u8
河北巴州公共,http://hbbz.chinashadt.com:2036/live/stream:bzgg.stream/chunklist_w1392286626.m3u8
河北迁安综合,http://app.qatv.cn:1936/live/stream:xwzh.stream_720p/chunklist_w91442629.m3u8
河北廊坊公共,http://60.191.47.55/tv_radio_37248/tv_channel_594__redirect__37248.m3u8
河北惊险1,http://hbjx.chinashadt.com:1935/live/stream:jx1.stream_360p/chunklist_w1092008512.m3u8
河北惊险2,http://hbjx.chinashadt.com:1935/live/stream:jx2.stream/chunklist_w821355944.m3u8
河北神州综合,http://hbsz.chinashadt.com:2036/live/stream:sztv.stream/chunklist_w1056600619.m3u8
河北古安新闻,http://hbga.chinashadt.com:1935/live/stream:gazh.stream/chunklist_w2059997491.m3u8
河北古安娱乐,http://hbga.chinashadt.com:1935/live/stream:gayl.stream/chunklist_w96055201.m3u8
河北香河新闻,http://hbxh.chinashadt.com:2038/live/stream:xhzh.stream/chunklist_w1981183421.m3u8
河北祥和影视,http://hbxh.chinashadt.com:2038/live/stream:xhys.stream/chunklist_w746733693.m3u8
河北波箱综合,http://hbbx.chinashadt.com:2035/live/8.stream/chunklist_w564256940.m3u8
河北南宫1,http://60.6.224.199:8001/ng1.m3u8
河北南宫2,http://60.6.224.199:8001/ng2.m3u8
山西黄河频道,http://sxxx.chinashadt.com:2037/live/5.stream/playlist.m3u8
山西经济资讯,http://live3.sxrtv.com/flvss?bitrate=800000&channel=Shan1XiFinance&start=0&provider=www.tvmining.com
山西少儿频道,http://live2.sxrtv.com/flvss?bitrate=800000&channel=Shan1XiChild&start=0&provider=www.tvmining.com#http://live4.sxrtv.com/flvss?bitrate=800000&channel=Shan1XiChild&start=0&provider=www.tvmining.com
山西隰县新闻,http://sxxx.chinashadt.com:2037/live/2.stream/playlist.m3u8
山西吴江新闻,http://30515.hlsplay.aodianyun.com/lms_30515/tv_channel_239.m3u8
山西孝义新闻,http://app.xygdcm.com:2036/live/stream:xy1.stream/playlist.m3u8
内蒙古包头经济频道,http://live.btgdt.com/channels/btgd/jjpd/m3u8:500k/live
内蒙古包头生活服务,http://live.btgdt.com/channels/btgd/shfw/m3u8:500k/live
内蒙经济生活,http://live5.m2oplus.nmtv.cn/2/sd/live.m3u8
内蒙蒙语,http://live5.m2oplus.nmtv.cn/3/sd/live.m3u8#http://live5.m2oplus.nmtv.cn/4/sd/live.m3u8#http://live5.m2oplus.nmtv.cn/5/sd/live.m3u8
内蒙农牧,http://live4.m2oplus.nmtv.cn/6/sd/live.m3u8
内蒙新闻综合,http://live4.m2oplus.nmtv.cn/7/sd/live.m3u8
内蒙文体娱乐,http://live4.m2oplus.nmtv.cn/8/sd/live.m3u8

东北地区,#genre#
吉林∣都市频道,http://stream1.jlntv.cn/dspd/sd/live.m3u8
吉林∣生活频道,http://stream1.jlntv.cn/shpd/sd/live.m3u8
吉林∣影视频道,http://stream1.jlntv.cn/yspd/sd/live.m3u8
吉林∣乡村频道,http://stream1.jlntv.cn/xcpd/sd/live.m3u8
吉林东北戏曲频道,http://stream1.jlntv.cn/dbxq/playlist.m3u8?_upt=4324704f1578416540
吉林通化新闻,http://stream2.jlntv.cn/tonghua1/sd/live.m3u8
吉林白城新闻,http://stream2.jlntv.cn/baicheng1/sd/live.m3u8
吉林四平新闻,http://stream2.jlntv.cn/sptv/sd/live.m3u8
华东地区,#genre#
上海东方财经,http://140.207.241.2:8080/live/program/live/dfcj/1300000/mnf.m3u8
上海东方影视,http://39.134.39.39/PLTV/88888888/224/3221226189/index.m3u8#http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225970/3.m3u8
上海五星体育,http://39.134.39.39/PLTV/88888888/224/3221226178/index.m3u8
上海外语,http://39.134.39.39/PLTV/88888888/224/3221226201/index.m3u8
上海新闻综合,http://140.207.241.2:8080/live/program/live/xwzhhd/4000000/mnf.m3u8
上海ICS外语,http://140.207.241.2:8080/live/program/live/wypdhd/4000000/mnf.m3u8
上海哈哈炫动,http://140.207.241.2:8080/live/program/live/hhxdhd/4000000/mnf.m3u8
上海都市,http://39.134.39.39/PLTV/88888888/224/3221226168/index.m3u8#http://140.207.241.2:8080/live/program/live/ylpdhd/4000000/mnf.m3u8
上海教育,http://live.setv.sh.cn/slive/shedu02_1200k.m3u8#http://live.setv.sh.cn/slive/shedu02_450k.m3u8?app=11404
上海第一财经,http://39.134.39.39/PLTV/88888888/224/3221226172/index.m3u8
上海纪实人文,http://39.134.39.39/PLTV/88888888/224/3221226174/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226313/index.m3u8
上海动漫秀场,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225977/3.m3u8
上海生活时尚,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226140/3.m3u8
上海都市剧场,http://39.134.39.39/PLTV/88888888/224/3221226176/index.m3u8
上海法治天地,http://140.207.241.2:8080/live/program/live/fztd/1300000/mnf.m3u8
上海金色频道,http://140.207.241.2:8080/live/program/live/jingsepd/1300000/mnf.m3u8
上海七彩戏剧,http://140.207.241.2:8080/live/program/live/qcxj/1300000/mnf.m3u8
上海看看新闻,http://bililive.kksmg.com/hls/sdi7000/playlist.m3u8
上海五星体育频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225964/3.m3u8
上海第一财经频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226138/3.m3u8
上海综合频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225973/3.m3u8
上海卡通,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226139/3.m3u8
上海都视频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226141/3.m3u8
上海Sitv都市剧场,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226143/3.m3u8
上海sitv全纪实频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226180/3.m3u8
上海SITV金色频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226149/3.m3u8
上海点掌财经频,http://cclive2.aniu.tv/live/anzb.m3u8
上海游戏风云频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226146/3.m3u8
上海纪实人文频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226137/3.m3u8
上海浦东东方财经,http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221226033/2.m3u8
上海购物,http://ocj2.kksmg.com/ocj2/ocj2.m3u8
上海教育台,http://live.setv.sh.cn/slive/shedu02_800k.m3u8
上海新娱乐频道,http://183.207.248.11/PLTV/4/224/3221227021/index.m3u8
上海ICS外语频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226136/3.m3u8
上海七彩戏剧频,http://183.207.249.9/PLTV/2/224/3221226039/1.m3u8
江苏南京新闻综合,http://live.nbs.cn/channels/njtv/xwzh/m3u8:500k/live.m3u8
江苏南京十八,http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
江苏南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8
江苏南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
江苏南京生活,http://live.nbs.cn/channels/njtv/shpd/m3u8:500k/live.m3u8
江苏南京信息,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
江苏连云港综合,http://live.lyg1.com/zhpd/sd/live.m3u8
江苏连云港公共,http://live.lyg1.com/ggpd/sd/live.m3u8
江苏常州新闻,http://stream.cztv.tv/cztvxw/sd/live.m3u8
江苏常州都市,http://stream.cztv.tv/cztvds/sd/live.m3u8
江苏常州公共,http://stream.cztv.tv/cztvgg/sd/live.m3u8
江苏常州生活,http://stream.cztv.tv/cztvsh/sd/live.m3u8
江苏淮安综合,http://stream.habctv.com/xwzh/sd/live.m3u8
江苏淮安公共,http://stream.habctv.com/hagg/sd/live.m3u8
江苏淮安影视,http://stream.habctv.com/ysyl/sd/live.m3u8
江苏徐州新闻综合,http://223.110.245.165/ott.js.chinamobile.com/PLTV/3/224/3221225945/index.m3u8
江苏徐州经济生活,http://stream1.huaihai.tv/jjsh/playlist.m3u8
江苏徐州文艺影视,http://stream1.huaihai.tv/wyys/playlist.m3u8
江苏徐州公共频道,http://stream1.huaihai.tv/ggpd/playlist.m3u8
江苏张家港综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8
江苏张家港民生,http://3gvod.zjgonline.com.cn:1935/live/shehuishenghuo2/playlist.m3u8
江苏镇江新闻综合,http://live.zjmc.tv/1/sd/live.m3u8
江苏镇江城市资讯,http://live.zjmc.tv/3/sd/live.m3u8
江苏Ⅰ靖江电视台,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
江苏南京教科频道,http://live.nbs.cn/channels/njtv/jkpd/m3u8:500k/live.m3u8
江苏邳州综合频道,http://stream.pznews.com/pztv1/sd/live.m3u8
江苏邳州综艺频道,http://stream.pznews.com/pztv2/sd/live.m3u8
江苏镇江二套社会民生频道,http://live.zjmc.tv/2/sd/live.m3u8
江苏宝应生活资讯,http://jsby.chinashadt.com:2035/live/by2.stream/playlist.m3u8
江苏武进新闻频道,http://live.wjyanghu.com/live/CH1.m3u8
江苏武进生活频道,http://live.wjyanghu.com/live/CH2.m3u8
江苏教育,http://183.207.248.13:80/PLTV/4/224/3221225923/index.m3u8
江苏城市,http://183.207.248.13:80/PLTV/4/224/3221225929/index.m3u8
江苏综艺,http://183.207.248.13:80/PLTV/4/224/3221225931/index.m3u8#http://183.207.249.11:80/PLTV/4/224/3221225931/index.m3u8
