央视全网,#genre#
长沙经贸,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_350.m3u8
长沙女性,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_349.m3u8
长沙新闻,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_346.m3u8
长沙政法,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_348.m3u8
长治公共频道,http://streaming.czgd.cn:8084/7223161a96984d81b711d762d7e7fdd1/h264_300k_ts/index.m3u8?type=hls_live_redirect
长治县电视台,http://live.czmarathon.net/AppName/StreamName.m3u8?auth_key=1523524277-0-0-3d506be8cf5a3528296495cfe6788553
长治新闻综合,http://streaming.czgd.cn:8084/4b0bcd8509d748358b4450921fc3443b/h264_300k_ts/index.m3u8?type=hls_live_redirect
昭化综合频道,http://60.255.230.66:3100/hls/qxlrwcbh/index.m3u8
赵县电视二套,http://hbzx.chinashadt.com:2036/zhibo/stream:zx2.stream_360p/playlist.m3u8
赵县电视一套,http://hbzx.chinashadt.com:2036/zhibo/stream:zx1.stream/playlist.m3u8
镇江城市资讯,http://live.zjmc.tv/3/sd/live.m3u8
镇江民生频道,http://live.zjmc.tv/2/sd/live.m3u8
镇赉综合频道,http://www.zlnews.cn:3000/hls/lgytgzab/index.m3u8
中国教育1,http://stream.cdjsxy.cn/zgjy/sd/live.m3u8
中国气象,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
中教一套,http://202.107.188.152:5002/zhongguojiaoyu1_hdcq-1.m3u8?token=HXlfWx55X1sfeV9b_yoongoo&ct=wifi&gid=zhongguojiaoyu1_hdcq&sid=zhongguojiaoyu1_hd
忠县文旅频道,http://qxlmlive.cbg.cn:1935/app_2/_definst_/ls_36.stream/playlist.m3u8
忠县综合频道,http://qxlmlive.cbg.cn:1935/app_2/_definst_/ls_35.stream/playlist.m3u8
重庆移动公交,http://qxlmlive.cbg.cn:1935/app_2/ls_57.stream/chunklist.m3u8
重庆移动机场,http://qxlmlive.cbg.cn:1935/app_2/ls_56.stream/chunklist.m3u8
舟山公共生活,http://live.wifizs.cn/ggsh/sd/live.m3u8
舟山群岛旅游,http://live.wifizs.cn/qdly/sd/live.m3u8
舟山新闻综合,http://live.wifizs.cn/xwzh/sd/live.m3u8
周口经济生活,http://tv.zkxww.com:1935/live2/mp4:ch2-500k/playlist.m3u8
周口科教文化,http://tv.zkxww.com:1935/live3/mp4:ch3-500k/playlist.m3u8
周口图文信息,http://tv.zkxww.com:1935/live4/mp4:ch4-500k/playlist.m3u8
周口新闻综合,http://tv.zkxww.com:1935/live1/mp4:ch1-500k/playlist.m3u8
香港频道,#genre#
翡翠台,mitv://147.135.39.171:9906/5ea51995000ec10eda81021569fa53dc.ts
翡翠台(備),mitv://147.135.39.171:9906/5e9e8063000969abc0ba831e7a0351c1.ts
J2,mitv://147.135.39.171:9906/5defdab5000c62a56ea0b90a0b532a03.ts
無綫新聞台,mitv://147.135.39.171:9906/5ea2946b00081730d0a8c200646857fd.ts
無綫新聞台(備),mitv://147.135.39.171:9906/5d9a2df6000c88299cbecee47d987ebd.ts
明珠台,mitv://147.135.39.171:9906/5defe1400004ed256eba461e3fa17ad5.ts
無綫財經資訊台,mitv://147.135.39.171:9906/5e975a520003b3a4a4cdbd1e7a4a258e.ts
ViuTV,mitv://147.135.39.171:9906/5d9a2e7b000d28609cc0d68b68a05dd1.ts
ViuTVsix,mitv://147.135.39.171:9906/5d9a2e7c0000af799cc0d74673341867.ts
新視覺HD,mitv://147.135.39.171:9906/5e9b4b120003d450b4323d3f070d7242.ts
RTHK31,mitv://147.135.39.171:9906/5e9fd724000764a5c5f564790eb03709.ts
RTHK32,mitv://147.135.39.171:9906/5e9fd724000d1fc7c5f565f078712f85.ts
耀才財經台,rtmp://202.69.69.180:443/webcast/bshdlive-pc
Mediacorp5,mitv://147.135.39.171:9906/5ea29be000056759d0c5e25c6faf4d5e.ts
Mediacorp8,mitv://147.135.39.171:9906/5ea29be0000e37c8d0c5e49e1d7e2fe9.ts
Suria,mitv://147.135.39.171:9906/5ea53aef000da536db0349674f85730c.ts
Vasantham TV,mitv://147.135.39.171:9906/5ea53b31000978a0db044a1d66cb6b06.ts
CHANNEL NEWSASIA,mitv://147.135.39.171:9906/5e9e806300039955c0ba819751806e57.ts
MediacorpU,mitv://147.135.39.171:9906/5ea29be100062894d0c5e6736df27aa0.ts
澳門蓮花,mitv://147.135.39.171:9906/5eb29ebb000185ac0f512ced64dc1bd4.ts
now新聞台,mitv://147.135.39.171:9906/5e3e2d4d00034f186dbafcc93ae46ad8.ts
now sports 1,mitv://147.135.39.171:9906/5ed0ef0f000b4f0785bb2c6930870d48.ts
now sports 2,mitv://147.135.39.171:9906/5ed0ef0f0009908b85bb2bfb19e9442c.ts
台湾一套,#genre#
民視HD,mitv://147.135.39.171:9906/5ea4852c00050ce0d83d456d45c920f7.ts
民視新聞台,mitv://147.135.39.171:9906/5ea522940007279ddaa4243912175fe1.ts
台視HD,mitv://147.135.39.171:9906/5e59fad5000832893b0c1fb83c050635.ts
中視HD,mitv://147.135.39.171:9906/5e7cf2610003655a3da780b8383c7868.ts
華視HD,mitv://147.135.39.171:9906/5e7cf2610009c2c53da7824e77346905.ts
公視HD,mitv://147.135.39.171:9906/5e9e760d00082ccec09222e0768b3cba.ts
八大綜合台,mitv://147.135.39.171:9906/5e9e749a000d3deac08c7af061bf4966.ts
八大娛樂台,mitv://147.135.39.171:9906/5e9e749b00099094c08c7dde5ba80b06.ts
八大第一台,mitv://147.135.39.171:9906/5e9e749b00040aaac08c7c7774062e4f.ts
八大戲劇台,mitv://147.135.39.171:9906/5e9e749a0007249ec08c795a648451d4.ts
東森新聞,mitv://147.135.39.171:9906/5eb29b85000e2d4e0f44a539793f250c.ts
東森財經新聞,mitv://147.135.39.171:9906/5eec88f90004b79cf18c98952f812d55.ts
東森亞洲,mitv://147.135.39.171:9906/5ede6859000be2b3ba5d17d529f60875.ts
東森綜合,mitv://147.135.39.171:9906/5eb29b860006eefb0f44a74c7d3950ab.ts
東森電影,mitv://147.135.39.171:9906/5defe13e0007d9d56eba3f090a5f5661.ts
東森洋片,mitv://147.135.39.171:9906/5ea13baf000efb4ecb66256578d5166f.ts
東森戲劇,mitv://147.135.39.171:9906/5eb29b86000c614d0f44a8b302d67a7e.ts
東森超視,mitv://147.135.39.171:9906/5e7cf271000168dd3da7beac2d47191e.ts
東森幼幼,mitv://147.135.39.171:9906/5e7cf98d000118463dc383fc2a2c3dc9.ts
三立新聞,mitv://147.135.39.171:9906/5eb29a60000cb7220f402c5343fa7df9.ts
三立財經台,mitv://147.135.39.171:9906/5ea13bb00007ef12cb662788049d46cf.ts
三立國際台,mitv://147.135.39.171:9906/5ea13fe00008dee7cb76834775f82877.ts
三立台灣台,mitv://147.135.39.171:9906/5e7cf263000cf93c3da78af97f667d0c.ts
三立都會台,mitv://147.135.39.171:9906/5e7cf98c000b22ec3dc382a41b515b90.ts
緯來戲劇,mitv://147.135.39.171:9906/5dfb22fe0007e7e5170148dc58a73c8f.ts
緯來綜合,mitv://147.135.39.171:9906/5e9e6e69000b4094c0744b0b13c15289.ts
緯來電影,mitv://147.135.39.171:9906/5e9b449a00082550b418f99837b132a5.ts
緯來育樂,mitv://147.135.39.171:9906/5e9e72fe00062f43c0862fbb1fb33e3f.ts
緯來日本,mitv://147.135.39.171:9906/5e9b449a0002edbbb418f850343a565d.ts
緯來體育,mitv://147.135.39.171:9906/5e9b4499000c2343b418f6ba6f8227e4.ts
中天新聞,mitv://147.135.39.171:9906/5eec7db90008195bf160a77f5d316f05.ts
中天新聞(H.265),mitv://147.135.39.171:9906/5d9a3461000c5e329cd7e0cc2586313a.ts
中天綜合,mitv://147.135.39.171:9906/5e7cf98b000f2c2a3dc37fc6663e2451.ts
中天娛樂,mitv://147.135.39.171:9906/5defdaa0000974136ea066475c980b2d.ts
TVBS新聞,mitv://147.135.39.171:9906/5ea4852100052c6fd83d1a840a5e74b2.ts
TVBS,mitv://147.135.39.171:9906/5ea13fd10002b905cb764718238b415e.ts
TVBS歡樂,mitv://147.135.39.171:9906/5ea13fd1000849aacb76488073a656f2.ts
寰宇新聞台,mitv://147.135.39.171:9906/5cc68d1700042feefadeb4a262de7324.ts
壹電視新聞,mitv://147.135.39.171:9906/5ede0911000cbd09b8e8e6d42be1693c.ts
壹電視綜合,mitv://147.135.39.171:9906/5ee385f50006a708ce58bfde6dca70d4.ts
非凡新聞,mitv://147.135.39.171:9906/5e5a0a88000184ac3b49713b638b501b.ts
年代新聞,mitv://147.135.39.171:9906/5defe1400000b7ea6eba450503ed45e8.ts
mio Stadium,mitv://147.135.39.171:9906/5d6b7e97000f0537e0d92571650c0e7a.ts
mio Stadium 2,mitv://147.135.39.171:9906/5d761ef6000df28e0f9a40de2c3d62bb.ts
龍華電影,mitv://147.135.39.171:9906/5e975a5100046cd4a4cdb96549212d2b.ts
FOX SPORTS(台灣),mitv://147.135.39.171:9906/5ee3894d000983f2ce65d05916fb74df.ts
FOX體育台,mitv://147.135.39.171:9906/5e5a0c21000ae2fd3b4fb144005e7ca2.ts
FOX體育台2,mitv://147.135.39.171:9906/5e5a0c1500031eca3b4f80701a63557e.ts
FOX體育台3,mitv://147.135.39.171:9906/5e5a0a86000b5a873b496bec12b01e3b.ts
EYE TV旅遊,mitv://147.135.39.171:9906/5eb5302a000e2110195949c1104f58d8.ts
Food Network,mitv://147.135.39.171:9906/5d9a2611000610959c9ff6b605c1339e.ts
TLC旅遊台,mitv://147.135.39.171:9906/5cc692b800066481faf4b217169a5a1b.ts
愛爾達體育1台,mitv://147.135.39.171:9906/5e7cf98c00060e963dc3815c316636de.ts
愛爾達體育2台,mitv://147.135.39.171:9906/5e7cf264000a88743da78e456d1b6180.ts
愛爾達體育3台,mitv://147.135.39.171:9906/5e7cf98d000729c73dc38592441f1b5a.ts
博斯無限,mitv://147.135.39.171:9906/5defdab600015d2f6ea0ba230ef664fe.ts
博斯高球,mitv://147.135.39.171:9906/5defe13d000eb2006eba3ce647e056da.ts
博斯高球2,mitv://147.135.39.171:9906/5defe13e0003a4c36eba3e002cd3384a.ts
博斯網球,mitv://147.135.39.171:9906/5defe13d0008ad4b6eba3b603e5d1ebb.ts
博斯運動,mitv://147.135.39.171:9906/5defdab60006b85e6ea0bb7b06aa7d1f.ts
博斯運動2,mitv://147.135.39.171:9906/5defe15200024c6d6eba8bc2352f7151.ts
博斯魅力,mitv://147.135.39.171:9906/5ee7c0ad000474b8dede2fa57f3d1bd0.ts
ELEVEN體育1台,mitv://147.135.39.171:9906/5eb29942000375f80f3bccc20a8f53e8.ts
ELEVEN體育2台,mitv://147.135.39.171:9906/5eb299c800045a3d0f3dd87012f8418c.ts
OUTDOOR HD,mitv://147.135.39.171:9906/5eb2a08a0005f30e0f583eae16ae002e.ts
Z頻道,mitv://147.135.39.171:9906/5e9b4b1200093ac2b4323ea63695594b.ts
星衛HD電影台,mitv://147.135.39.171:9906/5e9b4b1300069e38b43241e231037404.ts
衛視西片,mitv://147.135.39.171:9906/5ea1e2fc000b1e57cdf3a933489b3aee.ts
衛視中文台,mitv://147.135.39.171:9906/5defdaa1000b1a3d6ea06a9c17f77c44.ts
天映經典,mitv://147.135.39.171:9906/5e7cf98f00024e183dc38c1a5eb34315.ts
天映頻道,mitv://147.135.39.171:9906/5e7cfab00001b8d03dc7f4e34dfd4368.ts
龍祥電影,mitv://147.135.39.171:9906/5e7cf98e000cd16b3dc38ae278e073ec.ts
美亞電影台HD,mitv://147.135.39.171:9906/5e7cf98e00020cab3dc388220eeb0f7e.ts
美亞電影台(粵語),mitv://147.135.39.171:9906/5ea57da600045174dc07e1ce3dc61a80.ts
好萊塢電影台,mitv://147.135.39.171:9906/5e7cf98e0006ee193dc3896b4e817161.ts
HKC電影台,mitv://147.135.39.171:9906/5e9e8065000ee629c0ba8c55779a5269.ts
鳳凰電影台,mitv://147.135.39.171:9906/5e9b4e750002f3b7b43f77c81486506f.ts
AXN,mitv://147.135.39.171:9906/5e7cf98f000d3ec43dc38ee9739950cb.ts
CINEMAX,mitv://147.135.39.171:9906/5d9a26b0000b16229ca2651679a25739.ts
FOX HD,mitv://147.135.39.171:9906/5ea13fe000031a3acb7681c056f53bb5.ts
福斯動作電影,mitv://147.135.39.171:9906/5ea13fe100005a81cb7684fc6e2766c4.ts
福斯優質影院,mitv://147.135.39.171:9906/5ea13bb0000c242fcb66289275e41d0b.ts
福斯家庭影院,mitv://147.135.39.171:9906/5d9a33bb000a299f9cd557cf4d121c23.ts
福斯犯罪影院,mitv://147.135.39.171:9906/5ea13bb10001df6fcb6629da1a076a80.ts
HBO HD,mitv://147.135.39.171:9906/5e59fae3000b3dac3b0c57342fd33ba0.ts
HBO Signature,mitv://147.135.39.171:9906/5eb3cc99000aa55e13ec5a6e1cb7093f.ts
HBO Hits,mitv://147.135.39.171:9906/5eb3cc990005815c13ec59265dc86656.ts
HITS,mitv://147.135.39.171:9906/5ed1603f0006f0c387755fa818635fdb.ts
KIX,mitv://147.135.39.171:9906/5ed1603f000d135b8775612e2a3f7c34.ts
Thrill,mitv://147.135.39.171:9906/5ed15ffd0002a6fa87745cbf1c0f1bd0.ts
華納電視頻道,mitv://147.135.39.171:9906/5defdaa0000d7e3f6ea0675076d26f43.ts
BBC Cbeebies(英語),mitv://147.135.39.171:9906/5dea93910008156c5a02c21b24cc6be4.ts
Nick Jr.(英語),mitv://147.135.39.171:9906/5dea9391000dacc55a02c39228854fcb.ts
Animax,mitv://147.135.39.171:9906/5d9a25ad00050d2e9c9e6fc864b540d4.ts
Disney Junior(粵語),mitv://147.135.39.171:9906/5ece9f9a0001c4dd7cb4c8f0195f26a2.ts
Disney XD,mitv://147.135.39.171:9906/5ece9f9a00077db97cb4ca673b8f3103.ts
迪士尼頻道(粵語),mitv://147.135.39.171:9906/5e98a1410004fff3a9cad3045ac83cb9.ts
迪士尼頻道,mitv://147.135.39.171:9906/5dea93920003218e5a02c4ca21f02f09.ts
nickelodeon,mitv://147.135.39.171:9906/5d0e403800011a4910fbd8d44f7a61bc.ts
CN卡通頻道,mitv://147.135.39.171:9906/5defe14000091d616eba47377b3a16c4.ts
CN卡通頻道(英語),mitv://147.135.39.171:9906/5dea93910003206a5a02c0e279871b82.ts
Boomerang(英語),mitv://147.135.39.171:9906/5dea9390000d3b785a02bf8a11dd08b9.ts
MOMO親子台,mitv://147.135.39.171:9906/5cc68d17000c69a4fadeb6c56c456357.ts
霹靂台灣台,mitv://147.135.39.171:9906/5eb29fdf000086880f55a14e1d6461c4.ts
國興衛視,mitv://147.135.39.171:9906/5cc692b80007c375faf4b274502c5f68.ts
MTV,mitv://147.135.39.171:9906/5e975a500008d0a0a4cdb69671c34c21.ts
高點綜合台,mitv://147.135.39.171:9906/5ede79e400080386baa19dd37ef10dd6.ts
番薯TV,http://210.209.3.1/live/C02DD98E-593E-47A8-905C-3B101183A555fmt=x264_500K_ts&cpid=admin&size
大愛,mitv://147.135.39.171:9906/5e6003e8000acb9e529f929c58ca20eb.ts
大愛2台,mitv://147.135.39.171:9906/5ee385f4000c2291ce58bd5d3ac82d3f.ts
佛衛慈悲台,mitv://147.135.39.171:9906/5ede79e4000e493cbaa19f79282b2078.ts
国外频道,#genre#
Channel 5,mitv://147.135.39.171:9906/5eab16a2000e9705f1e57cdd3c217e98.ts
时装频道,http://jc-qlive-play.jingchangkan.cn/live/3473_1
NBT,mitv://147.135.39.171:9906/5eab16a4000770c5f1e582d86a280825.ts
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunkli
Channel 3 Family,mitv://147.135.39.171:9906/5eab16a500091c6ff1e5872e15732e51.ts
法国模特,https://bozztv.com/36bay2/gin/giniko_modelinc_
MCOT Family,mitv://147.135.39.171:9906/5eab1ad5000d4f80f1f5e3b77c440185.ts
HBOHD,mitv://107.148.223.220:19906/5fb77ed10001664f2af1f03ce5346e76
TNN24,mitv://147.135.39.171:9906/5eab1ad30006e303f1f5da420f965349.ts
HBOHITS,mitv://107.148.223.220:19906/5fb77ed100008a432af1f004e2151211
new tv,mitv://147.135.39.171:9906/5eab19ed00060787f1f257a353405667.ts
HBOSIGNATUREHD,mitv://107.148.223.220:19906/5fb77ed0000ef0432af1efcb0a45b2af
News11,mitv://147.135.39.171:9906/5eab1ad300015544f1f5d8da27e72f1a.ts
FXHD,mitv://107.148.223.220:19906/5fb77ed0000e7d752af1efaebbbd47c8
SMM TV,mitv://147.135.39.171:9906/5eab16a50003a085f1e585c666d647c6.ts
FOXHD,mitv://107.148.223.220:19906/5fb77ecb000103ca2af1d8b3567d1fee
Voice TV,mitv://147.135.39.171:9906/5eab1ad400028e91f1f5dd1053d34ab3.ts
FOXMOVIESHD,mitv://107.148.223.220:19906/5fb77ecb000029d32af1d87bbcbec60f
Nation TV,mitv://147.135.39.171:9906/5eab16a700027341f1e58d485d817398.ts
FOX家庭影院HD,mitv://107.148.223.220:19906/5fb77eca000e90292af1d8435078cdc5
Workpoint TV,mitv://147.135.39.171:9906/5eab1909000c228af1eede892d3050ab.ts
FOXCRIMEHD,mitv://107.148.223.220:19906/5fb77eca000da4402af1d8068ccbce58
true4U,mitv://147.135.39.171:9906/5eab17370005651ff1e7c084793a003f.ts
FOXNEWS,mitv://107.148.223.220:19906/5fb77eca000cc7792af1d7ce54788a31
GMM,mitv://147.135.39.171:9906/5eab16a6000c396cf1e58be129124296.ts
CINEMAX,mitv://107.148.223.220:19906/5fb77eca000bed1b2af1d7968691aa0a
Channel 8,mitv://147.135.39.171:9906/5eab16a5000e985cf1e588950451095a.ts
探索频道高清,mitv://107.148.223.220:19906/5fb77eca000b07c62af1d75b09d0ea97
Channel 3 SD,mitv://147.135.39.171:9906/5eab1ad6000335e0f1f5e50f262a39fb.ts
探索(台湾),mitv://107.148.223.220:19906/5fb77eca00095ddb2af1d6eeb5b6906e
Mono 29,mitv://147.135.39.171:9906/5eab16a4000cec8ff1e584404add19aa.ts
DISCOVERY动力频道HD,mitv://107.148.223.220:19906/5fb77eca0007ac522af1d67f32258220
MCOT,mitv://147.135.39.171:9906/5eab16a4000231aff1e5818138aa7f9b.ts
DISCOVERY科学频道HD,mitv://107.148.223.220:19906/5fb77eca0006cc842af1d6463f85029a
One HD,mitv://147.135.39.171:9906/5eab16a700082c20f1e58ebf67cb0e5d.ts
DISCOVERYEVEHD,mitv://107.148.223.220:19906/5fb77eca000683c92af1d6336ea3aa6e
Thairath TV,mitv://147.135.39.171:9906/5eab1736000eb17ff1e7befd38cd2c9a.ts
国家地理HD,mitv://107.148.223.220:19906/5fb77ec50006bea82af1c2ba6b948fac
Channel 3 HD,mitv://147.135.39.171:9906/5eab16a3000493d0f1e57e3551bf4dcd.ts
国家地理PEOPLEHD,mitv://107.148.223.220:19906/5fb77ec50005dde02af1c281cbe0ab88
Amarin TV,mitv://147.135.39.171:9906/5eab16a600050f01f1e58a0c26a1759c.ts
国家地理野生频道HD,mitv://107.148.223.220:19906/5fb77ec5000500382af1c248c1963eb8
Channel 7,mitv://147.135.39.171:9906/5eab16a30009d299f1e57f8d19761bc6.ts
HISTORYHD,mitv://107.148.223.220:19906/5fb77ec50004209a2af1c20f6a0d3437
PPTV HD,mitv://147.135.39.171:9906/5eab17360001d134f1e7bbb1443657e0.ts
HISTORY2HD,mitv://107.148.223.220:19906/5fb77ec5000345ae2af1c1d743a571e5
Boomerang,mitv://147.135.39.171:9906/5eab1ad50001baf4f1f5e0c9110e7ae1.ts
SKYSPORTSPREMIERLEAGUE,mitv://107.148.223.220:19906/5fb77ec500026a4c2af1c19f58d70e5f
Jatingja,mitv://147.135.39.171:9906/5eab19ec00099ab7f1f254a5383660d1.ts
SKYACTION,mitv://107.148.223.220:19906/5fb77ec50001941d2af1c1687c7a9117
Toonee,mitv://147.135.39.171:9906/5eab190b0001a5b7f1eee3aa34132ec3.ts
SKYCOMEDY,mitv://107.148.223.220:19906/5fb77ec50000b5602af1c12f671588f1
Parliament TV,mitv://147.135.39.171:9906/5eab19ed000b837bf1f2590a01ea2295.ts
SKYDISNEY,mitv://107.148.223.220:19906/5fb77ec4000f19e32af1c0f69e29c00b
PBS,mitv://147.135.39.171:9906/5eab173600078a37f1e7bd285a956c80.ts
SKYFAMILY,mitv://107.148.223.220:19906/5fb77ec4000e39852af1c0bd0cea8d28
News 1,mitv://147.135.39.171:9906/5eab190a000538c0f1eee0ac72b53897.ts
SKYSPORTSGOLF,mitv://107.148.223.220:19906/5fb77f0c000e37782af2d9fc8ca15b33
Blue Sky,mitv://147.135.39.171:9906/5d028870000ecbfee31d2d4b2c8c1a6b.ts
动物星球,mitv://107.148.223.220:19906/5fb77ec4000d62982af1c0864ed28d5f
M Channel,mitv://147.135.39.171:9906/5eab19ed00008bbcf1f2563b6a8f3b17.ts
亚洲美食HD,mitv://107.148.223.220:19906/5fb77ec4000c8f682af1c050b5c3f828
Fox,mitv://147.135.39.171:9906/5eab1ad50007db33f1f5e2505d955253.ts
OUTDOORHD,mitv://107.148.223.220:19906/5fb77ec4000c41a72af1c03cd6263546
Zee Nung,mitv://147.135.39.171:9906/5eab1ad4000b6559f1f5df52241d7975.ts
TRAVEL,mitv://107.148.223.220:19906/5fb77ec000002ec12af1ad8430293f24
JKN,mitv://147.135.39.171:9906/5d0288c6000eee53e31e7d3b04d62f5e.ts
BLOOMBERG,mitv://107.148.223.220:19906/5fb77ebf000e969a2af1ad4c042c7a0f
Mono Plus,mitv://147.135.39.171:9906/5eab1ad3000c141ff1f5db99747d6e3a.ts
CN卡通,mitv://107.148.223.220:19906/5fb77ebf000dbecd2af1ad15a233041d
Channel 4050,mitv://147.135.39.171:9906/5eab190a000ab4d7f1eee21457940830.ts
DISNEY迪士尼,mitv://107.148.223.220:19906/5fb77ebf000c73b22af1acc08d47a34c
歷史頻道HD,mitv://147.135.39.171:9906/5d9a353100091ac79cdc6c20164369b0.ts
BABYTV,mitv://107.148.223.220:19906/5fb77ebf000b9bf22af1ac896e8dbfda
H2,mitv://147.135.39.171:9906/5d9a3718000bb2899ce3db2404476f62.ts
BABYFIRST,mitv://107.148.223.220:19906/5fb77ebf000ac4c42af1ac529f251259
Ci罪案偵緝HD,mitv://147.135.39.171:9906/5e9e6e670005ae36c07441c41ce47c56.ts
E!ENTERTAINMENT,mitv://107.148.223.220:19906/5fb77ebf000910152af1abe25054c9f0
BBC Earth,mitv://147.135.39.171:9906/5e7cf264000516d63da78cde4a2240a2.ts
CI罪案侦缉HD,mitv://107.148.223.220:19906/5fb77ebf00082cf32af1aba80a3ab619
國家地理頻道,mitv://147.135.39.171:9906/5ea13fdf0004d36ecb767e555c896a66.ts
FASHIONTVHD,mitv://107.148.223.220:19906/5fb77ebf00074d062af1ab6fc0aa000f
國家地理頻道悠人,mitv://147.135.39.171:9906/5ea1441e000473decb87144e4b600a26.ts
WARNERBROSHD,mitv://107.148.223.220:19906/5fb77ebf000652be2af1ab2fe2cefee6
國家地理頻道野生,mitv://147.135.39.171:9906/5ea13fdf000c8069cb7680495d882a82.ts
NICKJR,mitv://107.148.223.220:19906/5fb77ebf0005799c2af1aaf7f058cd6c
探索動力頻道,mitv://147.135.39.171:9906/5e9b4b11000d8f76b4323bd8404c1e97.ts
MYKIDS,mitv://107.148.223.220:19906/5fb77ebf000536e92af1aae65df55c34
Discovery EVE HD,mitv://147.135.39.171:9906/5ea13fe100060397cb76867304774d14.ts
CATCHPLAYHD,mitv://107.148.223.220:19906/5fb77eb90002fab92af192e4351eae07
探索頻道亞洲,mitv://147.135.39.171:9906/5ea13bb1000a50e9cb662c0c47e9549f.ts
NBAHD,mitv://107.148.223.220:19906/5fb77eb9000218462af192aa5a6e602b
探索頻道,mitv://147.135.39.171:9906/5ea13fde000ec14fcb767cee2fe05289.ts
GOLF,mitv://107.148.223.220:19906/5fb77eb900013d642af192729f515a1f
探索科學頻道,mitv://147.135.39.171:9906/5ea13fe1000b88c3cb7687db43d01a4a.ts
SUNDANCECHANNEL,mitv://107.148.223.220:19906/5fb77eb8000ece6c2af19203bea7adb1
動物星球,mitv://147.135.39.171:9906/5ea13bb00003dd3ccb66267f33fc00d1.ts
MTVLIVEHD,mitv://107.148.223.220:19906/5fb77eb8000df4c12af191cb34c687a2
Fashion TV,mitv://147.135.39.171:9906/5ee0b0f200002646c348aa803078676e.ts
BBCHD,mitv://107.148.223.220:19906/5fb77eb8000d180e2af19193ab744f5e
ABS-CBN,mitv://147.135.39.171:9906/5ede79ff000ebb0cbaa209017b54705d.ts
BBCLIFESTYLEHD,mitv://107.148.223.220:19906/5fb77eb8000c397f2af1915a5f05bbe5
GMA,mitv://147.135.39.171:9906/5ede79ff0008a439baa2077a56647f22.ts
BBCEARTHHD,mitv://107.148.223.220:19906/5fb77eb8000b60d62af19122f00dd4f3
TV5,mitv://147.135.39.171:9906/5ede79ff0000518cbaa205571a4f2fa7.ts
FRANCE24-ENGLISH,mitv://107.148.223.220:19906/5fb77eb8000a82af2af190e93654004f
Jeepney,mitv://147.135.39.171:9906/5ede79e300049b90baa1991151077283.ts
TVNHD,mitv://107.148.223.220:19906/5fb77eb80009a3f82af190b04f87a9ec
MYX,mitv://147.135.39.171:9906/5ede79e2000819e6baa196130da37dab.ts
Cinema One,mitv://147.135.39.171:9906/5ede79e3000a19a3baa19a781bb80e2b.ts
AXN,mitv://107.148.223.220:19906/5fb77eb2000e05902af17a5f72f1f6e3
LIGA,mitv://147.135.39.171:9906/5ede79e2000dbf25baa1977a040b2839.ts
CNNHD,mitv://107.148.223.220:19906/5fb77eb2000d11e72af17a21fd556cb6
Sports Action,mitv://147.135.39.171:9906/5ede79e20002b6b1baa194ac2e0a1203.ts
CNBC,mitv://107.148.223.220:19906/5fb77eb2000c35ed2af179e985850c9e
KBS WORLD,mitv://147.135.39.171:9906/5cc692b80004f64bfaf4b1b939f45ab9.ts
BOOMERANG,mitv://107.148.223.220:19906/5fb77eb2000b52c62af179ae22669eb3
KBS1,mitv://104.238.103.179:8916/5b221608000be434051c8f8885f37645.ts
MEZZOLIVEHD,mitv://107.148.223.220:19906/5fb77eb2000a7b842af17977541ab381
KBS2,mitv://104.238.103.179:8916/5b22162700048b2f051d06bef0b1f01b.ts
LUXETV,mitv://107.148.223.220:19906/5fb77eb20009a0e02af1793f1ef3cd1b
SBS,mitv://104.238.103.179:8916/5b2216c4000ba2ba051f6dd706e104fb.ts
DW-TV,mitv://107.148.223.220:19906/5fb77eb20008c6a02af17908a2d975af
MBC,mitv://104.238.103.179:8916/5b2216f0000741d40520189825bed123.ts
泰国公共台,http://thaipbs-live.cdn.byteark.com/live-en/playlist_720p/index.m3u8
JTBC,mitv://104.238.103.179:8916/5b2218c3000bff0d05273a07b2159b71.ts
泰国NBT曼谷台,http://live.prd.go.th:1935/live/ch1_L.sdp/chunklist.m3u8
EBS,mitv://104.238.103.179:8916/5b2219a5000e6fa8052aad77621dea39.ts
泰国PBS,http://thaipbs-live.cdn.byteark.com/live-en/playlist_1080p/index.m3u8
YTN,mitv://104.238.103.179:8916/5b221a810004bf85052e065c1a460998.ts
泰国1,http://220.158.149.14:9999/live/TV00000000000000000091@HHZT;LIVE
Channel A,mitv://104.238.103.179:8916/5b22518b0002f5f5060504f7d0f44452.ts
泰国2,http://220.158.149.14:9999/live/TV00000000000000000092@HHZT;LIVE
MBN,mitv://104.238.103.179:8916/5b22177f0008749f0522477f5176cfdb.ts
泰国3,http://220.158.149.14:9999/live/TV00000000000000000038@HHZT;LIVE
TV,mitv://104.238.103.179:8916/5b221ddc000656fa053b223ca9e92c23.ts
泰国4,http://220.158.149.14:9999/live/TV00000000000000000039@HHZT;LIVE
